# Rest-frame spectrum generated from: N2541A0002o_1d.fits
# lambda_Ha_obs = 6576.22200000 Angstrom
# lambda_Ha_rest = 6562.80000000 Angstrom
# z_Ha = 2.0451636497e-03
# v_Ha_relativistic = 612.497669 km/s
# v_Ha_classical = 613.124638 km/s
# columns: wavelength_rest[Angstrom] flux_or_counts

6542.75961088 1.61946430e+01
6542.81518680 1.61952991e+01
6542.87076272 1.61926289e+01
6542.92633864 1.61956615e+01
6542.98191457 1.61953983e+01
6543.03749049 1.61955986e+01
6543.09306641 1.61950855e+01
6543.14864233 1.62154121e+01
6543.20421826 1.62352238e+01
6543.25979418 1.62556133e+01
6543.31537010 1.62753582e+01
6543.37094602 1.62951603e+01
6543.42652195 1.97512817e+01
6543.48209787 2.66353798e+01
6543.53767379 2.21098537e+01
6543.59324971 2.19273357e+01
6543.64882564 2.09711285e+01
6543.70440156 1.41593781e+01
6543.75997748 2.33489227e+00
6543.81555340 5.02134705e+00
6543.87112933 -1.74123001e+00
6543.92670525 -2.40210876e+01
6543.98228117 -1.05323315e+01
6544.03785710 -1.83823395e+00
6544.09343302 -1.09601402e+00
6544.14900894 -1.73297501e+00
6544.20458486 9.25559998e-02
6544.26016079 8.34587097e-01
6544.31573671 7.31038666e+00
6544.37131263 9.85619736e+00
6544.42688855 3.00566254e+01
6544.48246448 1.24197807e+01
6544.53804040 -1.49097900e+01
6544.59361632 -2.16133862e+01
6544.64919224 5.40959358e+00
6544.70476817 1.98470230e+01
6544.76034409 5.71918488e+00
6544.81592001 2.37517414e+01
6544.87149593 1.74812260e+01
6544.92707186 1.45639706e+01
6544.98264778 -7.46327782e+00
6545.03822370 -1.21142006e+00
6545.09379962 -1.48479385e+01
6545.14937555 -6.94368553e+00
6545.20495147 1.01246319e+01
6545.26052739 -6.27717781e+00
6545.31610332 1.24118633e+01
6545.37167924 -2.14454269e+00
6545.42725516 1.53843918e+01
6545.48283108 1.64021797e+01
6545.53840701 1.92988586e+00
6545.59398293 -1.17419662e+01
6545.64955885 -1.71811428e+01
6545.70513477 -9.00150299e+00
6545.76071070 4.84364319e+00
6545.81628662 -1.35430183e+01
6545.87186254 -1.73067665e+00
6545.92743846 -4.62092209e+00
6545.98301439 -1.45967102e+00
6546.03859031 -1.16138811e+01
6546.09416623 -1.04659634e+01
6546.14974215 1.59477692e+01
6546.20531808 -1.29519024e+01
6546.26089400 1.14574165e+01
6546.31646992 1.49800930e+01
6546.37204584 -8.68049622e-01
6546.42762177 3.23673439e+00
6546.48319769 -1.16796436e+01
6546.53877361 -1.80222397e+01
6546.59434954 -1.04851189e+01
6546.64992546 1.27097054e+01
6546.70550138 4.55548477e+00
6546.76107730 1.71445541e+01
6546.81665323 2.92102203e+01
6546.87222915 6.85095406e+00
6546.92780507 2.94472504e+01
6546.98338099 5.03850174e+00
6547.03895692 -3.20732403e+00
6547.09453284 2.94610443e+01
6547.15010876 -1.43378448e+00
6547.20568468 6.00272942e+00
6547.26126061 2.21321678e+01
6547.31683653 -5.91215420e+00
6547.37241245 -1.34352398e+01
6547.42798837 1.90723610e+01
6547.48356430 2.85685730e+01
6547.53914022 4.10320129e+01
6547.59471614 3.58521271e+01
6547.65029206 -6.51161194e-01
6547.70586799 -1.08780766e+01
6547.76144391 1.35491886e+01
6547.81701983 2.80116863e+01
6547.87259576 6.69931030e+00
6547.92817168 3.98034172e+01
6547.98374760 2.27632637e+01
6548.03932352 3.18732262e+00
6548.09489945 4.67091675e+01
6548.15047537 5.08098717e+01
6548.20605129 4.07318268e+01
6548.26162721 2.45705357e+01
6548.31720314 2.49741783e+01
6548.37277906 1.28156185e+01
6548.42835498 1.31766510e+01
6548.48393090 8.34365845e+00
6548.53950683 3.71915398e+01
6548.59508275 2.20319576e+01
6548.65065867 -2.97917557e+00
6548.70623459 -1.98201237e+01
