# Rest-frame spectrum generated from: N4414A0002o_1d.fits
# lambda_Ha_obs = 6569.57900000 Angstrom
# lambda_Ha_rest = 6562.80000000 Angstrom
# z_Ha = 1.0329432559e-03
# v_Ha_relativistic = 309.508663 km/s
# v_Ha_classical = 309.668598 km/s
# columns: wavelength_rest[Angstrom] flux_or_counts

6537.43713980 5.19316940e+01
6537.49350888 5.19294434e+01
6537.54987796 5.19318161e+01
6537.60624703 5.19295731e+01
6537.66261611 5.19290161e+01
6537.71898519 5.19294128e+01
6537.77535427 5.19298096e+01
6537.83172335 5.19302368e+01
6537.88809242 5.19305420e+01
6537.94446150 5.19297943e+01
6538.00083058 5.19300613e+01
6538.05719966 5.19303818e+01
6538.11356873 5.19298553e+01
6538.16993781 5.19288254e+01
6538.22630689 5.19293747e+01
6538.28267597 5.19314041e+01
6538.33904504 5.19303207e+01
6538.39541412 4.16689491e+01
6538.45178320 1.84853210e+01
6538.50815228 1.35297089e+01
6538.56452135 4.15610962e+01
6538.62089043 4.12318420e+01
6538.67725951 -1.24122849e+01
6538.73362859 2.33490524e+01
6538.78999767 4.90016327e+01
6538.84636674 5.88487244e+00
6538.90273582 2.03064117e+01
6538.95910490 7.72126770e+00
6539.01547398 -2.18955994e-01
6539.07184305 -9.47313690e+00
6539.12821213 1.36090927e+01
6539.18458121 -2.45703163e+01
6539.24095029 1.09204865e+00
6539.29731936 4.51377869e+00
6539.35368844 1.25143738e+01
6539.41005752 3.91696434e+01
6539.46642660 1.51171074e+01
6539.52279567 -2.92256355e+01
6539.57916475 -2.70368843e+01
6539.63553383 -2.61403770e+01
6539.69190291 -2.85954514e+01
6539.74827199 4.77665749e+01
6539.80464106 -2.34994087e+01
6539.86101014 1.24021683e+01
6539.91737922 2.63135300e+01
6539.97374830 2.85178528e+01
6540.03011737 4.33062592e+01
6540.08648645 -2.08769989e+00
6540.14285553 3.56629219e+01
6540.19922461 3.54102707e+00
6540.25559368 1.18450241e+01
6540.31196276 -2.44160461e+00
6540.36833184 3.81890335e+01
6540.42470092 2.35338974e+01
6540.48106999 2.05745621e+01
6540.53743907 7.20631943e+01
6540.59380815 5.70506935e+01
6540.65017723 -1.69307327e+00
6540.70654630 7.28330612e+00
6540.76291538 2.86936035e+01
6540.81928446 -4.47161484e+00
