# Rest-frame spectrum generated from: M66A0001o_1d.fits
# lambda_Ha_obs = 6575.61500000 Angstrom
# lambda_Ha_rest = 6562.80000000 Angstrom
# z_Ha = 1.9526726397e-03
# v_Ha_relativistic = 584.824988 km/s
# v_Ha_classical = 585.396530 km/s
# columns: wavelength_rest[Angstrom] flux_or_counts

6531.60967403 4.54785461e+01
6531.66587025 4.54782562e+01
6531.72206647 4.54635544e+01
6531.77826270 4.54788437e+01
6531.83445892 4.54781647e+01
6531.89065514 4.54623032e+01
6531.94685137 4.54787598e+01
6532.00304759 4.54794159e+01
6532.05924381 4.54786682e+01
6532.11544004 4.54623260e+01
6532.17163626 4.54798508e+01
6532.22783248 4.54774323e+01
6532.28402871 4.54864273e+01
6532.34022493 4.54795227e+01
6532.39642115 4.54635544e+01
6532.45261738 4.54792023e+01
6532.50881360 4.54808044e+01
6532.56500982 4.54794083e+01
6532.62120605 2.78833542e+01
6532.67740227 1.85453873e+01
6532.73359849 4.36983032e+01
6532.78979472 7.35296097e+01
6532.84599094 7.07587738e+01
6532.90218716 5.70394516e+01
6532.95838339 4.99039688e+01
6533.01457961 3.62090378e+01
6533.07077583 3.30872955e+01
6533.12697206 1.79155884e+01
6533.18316828 7.69438171e+00
6533.23936450 6.53653946e+01
6533.29556073 9.10364532e+01
6533.35175695 6.35171890e+01
6533.40795317 -2.90760803e+00
6533.46414940 3.45343933e+01
6533.52034562 1.00096817e+02
6533.57654184 6.52059174e+01
6533.63273807 8.44760513e+01
6533.68893429 1.09906464e+01
6533.74513051 2.06668930e+01
6533.80132673 5.88084335e+01
6533.85752296 3.16241074e+01
6533.91371918 -6.97631836e-02
6533.96991540 3.29483109e+01
6534.02611163 3.13458099e+01
6534.08230785 3.19631500e+01
6534.13850407 2.55627136e+01
6534.19470030 -3.90667725e+00
6534.25089652 1.12386963e+02
6534.30709274 4.37736130e+01
6534.36328897 3.40907898e+01
6534.41948519 4.46964340e+01
6534.47568141 2.17241821e+01
6534.53187764 2.65740967e+01
6534.58807386 -1.00078659e+01
6534.64427008 6.83134995e+01
6534.70046631 5.77539902e+01
6534.75666253 3.04722443e+01
6534.81285875 6.44889603e+01
6534.86905498 5.78209610e+01
6534.92525120 5.03154907e+01
6534.98144742 1.35006866e+01
6535.03764365 -4.90478516e+00
6535.09383987 4.85664520e+01
6535.15003609 5.02047272e+01
6535.20623232 -5.35969543e+00
6535.26242854 2.61755295e+01
6535.31862476 9.76076050e+01
6535.37482099 2.53362885e+01
6535.43101721 3.33514862e+01
6535.48721343 6.53241425e+01
6535.54340966 7.92809448e+01
6535.59960588 9.41032181e+01
6535.65580210 5.09996796e+01
6535.71199833 6.23132401e+01
6535.76819455 5.98234787e+01
6535.82439077 6.03935013e+01
6535.88058700 9.16462173e+01
6535.93678322 9.38142242e+01
6535.99297944 3.19570007e+01
6536.04917567 3.31791992e+01
6536.10537189 6.77702789e+01
6536.16156811 2.31053009e+01
6536.21776434 7.66171646e+01
6536.27396056 4.88846664e+01
6536.33015678 9.54681778e+01
6536.38635301 5.63321915e+01
6536.44254923 5.05536804e+01
6536.49874545 3.14907532e+01
6536.55494167 9.24413300e+01
6536.61113790 3.25869141e+01
6536.66733412 2.54440155e+01
6536.72353034 5.51927185e+01
6536.77972657 7.04149170e+01
6536.83592279 -4.74516220e+01
6536.89211901 2.05098953e+01
6536.94831524 5.13727798e+01
6537.00451146 1.65240021e+01
6537.06070768 -1.53509750e+01
6537.11690391 -5.39609070e+01
6537.17310013 9.00897217e+00
6537.22929635 3.56137772e+01
6537.28549258 -2.45525055e+01
6537.34168880 2.01452026e+01
6537.39788502 1.88011780e+01
6537.45408125 3.50371475e+01
6537.51027747 7.60315628e+01
6537.56647369 4.85556793e+01
6537.62266992 1.10692749e+01
6537.67886614 3.05732117e+01
6537.73506236 7.40629730e+01
6537.79125859 6.68938370e+01
6537.84745481 3.39400024e+01
6537.90365103 2.20188065e+01
6537.95984726 -8.54366302e+00
6538.01604348 -2.59298553e+01
6538.07223970 6.58779297e+01
6538.12843593 3.26801453e+01
